gene,abs_coef,rank_abs_coef,importance_mean,rank_perm,rank_combined
201519_at,0.012186128584362495,1137,0.0,1120,1128.5
235225_at,0.010022425785157411,1280,0.0,980,1130.0
216609_at,0.0010339752524243188,1936,0.0,324,1130.0
39313_at,0.005858868615516207,1584,0.0,679,1131.5
1553909_x_at,0.015607154821207699,932,0.0,1331,1131.5
202363_at,0.010984660551696137,1218,0.0,1047,1132.5
235537_at,0.009818788859720949,1295,0.0,973,1134.0
201020_at,0.01762798489695364,846,0.0,1424,1135.0
202201_at,0.011138992044801323,1212,0.0,1060,1136.0
AFFX-HSAC07/X00351_3_at,0.005569155784804591,1607,0.0,666,1136.5
208704_x_at,0.02667195094219955,488,0.0,1786,1137.0
230629_s_at,0.00816255502872339,1420,0.0,856,1138.0
212712_at,0.020092182849345448,730,0.0,1547,1138.5
200973_s_at,0.01754622771436787,849,0.0,1430,1139.5
204228_at,0.012841640887180383,1094,0.0,1185,1139.5
203109_at,0.013823900031964122,1037,0.0,1244,1140.5
203785_s_at,0.012006570565954928,1153,0.0,1128,1140.5
206461_x_at,0.02864211028815068,437,0.0,1846,1141.5
244530_at,0.00490917377305909,1650,0.0,635,1142.5
211984_at,0.021268113547141792,682,0.0,1604,1143.0
AFFX-HSAC07/X00351_M_at,0.005334352680413578,1623,0.0,665,1144.0
201971_s_at,0.010176292587747375,1272,0.0,1017,1144.5
244357_at,0.004899268072584576,1651,0.0,639,1145.0
216745_x_at,0.00045279135355288263,1968,0.0,323,1145.5
201199_s_at,0.011224295847945974,1199,0.0,1092,1145.5
200068_s_at,0.01847498496601687,792,0.0,1499,1145.5
244766_at,0.005144754039030508,1634,0.0,658,1146.0
215628_x_at,0.009892474456201852,1290,0.0,1002,1146.0
203410_at,0.01328478778368387,1066,0.0,1226,1146.0
1566887_x_at,0.017908772492561727,832,0.0,1462,1147.0
201090_x_at,0.016900562857052416,877,0.0,1418,1147.5
217720_at,0.0011991690804176198,1926,0.0,369,1147.5
200066_at,0.017977476480714176,824,0.0,1472,1148.0
1559436_x_at,0.014183915790284541,1013,0.0,1283,1148.0
230326_s_at,0.00795091087306811,1434,0.0,862,1148.0
1559496_at,0.014173946045760298,1014,0.0,1284,1149.0
230742_at,0.007801468511828662,1446,0.0,852,1149.0
210792_x_at,0.020688172817178,708,0.0,1591,1149.5
232695_at,0.007202057377720916,1499,0.0,800,1149.5
202471_s_at,0.0103635850639979,1263,0.0,1038,1150.5
239748_x_at,0.0044439878007743365,1698,0.0,607,1152.5
229099_at,0.007514698273373009,1471,0.0,836,1153.5
220668_s_at,0.0028585456742729293,1821,0.0,489,1155.0
215416_s_at,0.02245920106005833,643,0.0,1668,1155.5
235327_x_at,0.009358231946401042,1332,0.0,979,1155.5
202074_s_at,0.009631966354387652,1306,0.0,1008,1157.0
234562_x_at,0.009183040743718717,1343,0.0,972,1157.5
213714_at,0.023988603442009607,579,0.0,1738,1158.5
239102_s_at,0.004487841642243882,1695,0.0,622,1158.5
217860_at,0.0004744081645396466,1965,0.0,355,1160.0
219549_s_at,0.0022256243661560723,1861,0.0,460,1160.5
200039_s_at,0.017380323922397408,853,0.0,1469,1161.0
1560775_at,0.014094115671758379,1020,0.0,1303,1161.5
1562110_at,0.013869919404898894,1033,0.0,1291,1162.0
201704_at,0.010434157509680898,1261,0.0,1064,1162.5
219575_s_at,0.0021300349690791583,1867,0.0,459,1163.0
212119_at,0.01836289337401107,798,0.0,1531,1164.5
202120_x_at,0.00943216420862748,1325,0.0,1005,1165.0
204105_s_at,0.011719226739257637,1173,0.0,1158,1165.5
213235_at,0.022903812061133545,628,0.0,1704,1166.0
209565_at,0.028291269703965543,441,0.0,1894,1167.5
1558740_s_at,0.013231193027951489,1071,0.0,1265,1168.0
209196_at,0.032347806201683635,354,0.0,1983,1168.5
238718_at,0.0036529833534281113,1769,0.0,571,1170.0
214671_s_at,0.02095158711591065,696,0.0,1645,1170.5
214439_x_at,0.021012255661407415,692,0.0,1650,1171.0
38398_at,0.004811197811212417,1664,0.0,680,1172.0
211928_at,0.019912415413596625,735,0.0,1610,1172.5
243578_at,0.0053538437493050785,1621,0.0,725,1173.0
211370_s_at,0.01922929624317307,768,0.0,1578,1173.0
1560926_at,0.013733395139111934,1046,0.0,1302,1174.0
1557394_at,0.013245644824835678,1068,0.0,1280,1174.0
200643_at,0.01709044925091867,866,0.0,1482,1174.0
212850_s_at,0.01814180983113664,811,0.0,1538,1174.5
206349_at,0.026435923353751046,500,0.0,1850,1175.0
1558295_a_at,0.013114077938511468,1077,0.0,1274,1175.5
202799_at,0.012118428794564215,1145,0.0,1208,1176.5
212363_x_at,0.017593027976750907,848,0.0,1505,1176.5
201118_at,0.01551122605608452,940,0.0,1415,1177.5
230713_at,0.007153926827259353,1503,0.0,853,1178.0
1568408_x_at,0.01634038160241828,898,0.0,1461,1179.5
205899_at,0.02625422422785718,504,0.0,1858,1181.0
206489_s_at,0.024874628305949175,549,0.0,1814,1181.5
35666_at,0.004644933555151461,1680,0.0,684,1182.0
202926_at,0.011788049526962559,1167,0.0,1197,1182.0
208722_s_at,0.030091800707286995,398,0.0,1968,1183.0
1553976_a_at,0.013835991148873909,1036,0.0,1330,1183.0
244292_at,0.004179875406534999,1722,0.0,644,1183.0
215545_at,0.020761979420466935,705,0.0,1663,1184.0
200786_at,0.01513103929779512,967,0.0,1402,1184.5
229319_at,0.006533082984855201,1541,0.0,829,1185.0
240636_at,0.0022482799645252775,1858,0.0,513,1185.5
209902_at,0.026736447264804716,486,0.0,1885,1185.5
202593_s_at,0.01190749482435994,1159,0.0,1218,1188.5
202257_s_at,0.009438654099452598,1323,0.0,1055,1189.0
208911_s_at,0.028688504748686016,434,0.0,1948,1191.0
200968_s_at,0.015338731253340128,951,0.0,1431,1191.0
200816_s_at,0.014573275766626042,992,0.0,1391,1191.5
220690_s_at,0.0017241442424881458,1897,0.0,487,1192.0
235538_at,0.00819760501153512,1414,0.0,971,1192.5
202154_x_at,0.009070329220216819,1351,0.0,1034,1192.5
211609_x_at,0.01852376740049149,790,0.0,1595,1192.5
238430_x_at,0.003126231041656387,1801,0.0,585,1193.0
200799_at,0.014632482304017765,988,0.0,1398,1193.0
220720_x_at,0.00164881031156301,1904,0.0,486,1195.0
210069_at,0.026813370788086165,483,0.0,1907,1195.0
1558702_at,0.012385275032709165,1123,0.0,1267,1195.0
201214_s_at,0.00965541755711767,1303,0.0,1091,1197.0
1560741_at,0.01289013903628928,1091,0.0,1304,1197.5
201526_at,0.010040530444597533,1279,0.0,1118,1198.5
204786_s_at,0.02447561251566485,562,0.0,1838,1200.0
233884_at,0.007657564215353419,1456,0.0,945,1200.5
222609_s_at,0.00025211418815466427,1981,0.0,420,1200.5
202432_at,0.00895867954998921,1360,0.0,1041,1200.5
242673_at,0.004390940051749147,1701,0.0,701,1201.0
212639_x_at,0.01749745506210481,851,0.0,1552,1201.5
212088_at,0.017788847405363694,839,0.0,1565,1202.0
240180_at,0.002013484493059429,1879,0.0,528,1203.5
219392_x_at,0.0010081992294584336,1941,0.0,467,1204.0
201371_s_at,0.009282397399315703,1337,0.0,1072,1204.5
244414_at,0.0036013959536832845,1772,0.0,638,1205.0
211386_at,0.01782423410505669,836,0.0,1575,1205.5
202433_at,0.008722861246869388,1373,0.0,1040,1206.5
210425_x_at,0.026667327625221914,489,0.0,1925,1207.0
237790_at,0.00717005752944036,1501,0.0,913,1207.0
202838_at,0.011126231004495203,1213,0.0,1205,1209.0
207598_x_at,0.021917789066148306,659,0.0,1759,1209.0
219406_at,0.0006806587494253761,1952,0.0,466,1209.0
201243_s_at,0.009331143482118368,1334,0.0,1085,1209.5
214769_at,0.01856128032186864,787,0.0,1634,1210.5
239121_at,0.00312591968291304,1802,0.0,621,1211.5
215161_at,0.019746106051339293,746,0.0,1679,1212.5
211072_x_at,0.017631774855962744,845,0.0,1582,1213.5
207789_s_at,0.022216641644303328,649,0.0,1782,1215.5
242287_at,0.0017336819232749504,1896,0.0,537,1216.5
211630_s_at,0.018152491584037794,810,0.0,1624,1217.0
1556352_at,0.012988123114299279,1081,0.0,1356,1218.5
220942_x_at,0.0006190131568520376,1956,0.0,482,1219.0
203139_at,0.011238408445836024,1197,0.0,1241,1219.0
202395_at,0.008459666626997441,1395,0.0,1044,1219.5
203197_s_at,0.011162068140900578,1208,0.0,1235,1221.5
209484_s_at,0.02489118849778694,547,0.0,1896,1221.5
203454_s_at,0.010940851390858446,1224,0.0,1221,1222.5
204701_s_at,0.015456500462815421,945,0.0,1501,1223.0
49452_at,0.00362790362794892,1771,0.0,675,1223.0
233056_x_at,0.004857917391131471,1659,0.0,788,1223.5
213400_s_at,0.019606178066088713,753,0.0,1694,1223.5
212727_at,0.016170910293386066,906,0.0,1545,1225.5
238560_at,0.0020558163240232824,1870,0.0,582,1226.0
212165_at,0.015624679178653617,931,0.0,1525,1228.0
213195_at,0.019697990364478196,750,0.0,1706,1228.0
242052_at,0.0014516864177937456,1915,0.0,541,1228.0
241686_x_at,0.0016557883649808368,1903,0.0,554,1228.5
201592_at,0.009050784611649522,1356,0.0,1107,1231.5
233241_at,0.007207361011161019,1498,0.0,968,1233.0
238567_at,0.001832190222248918,1886,0.0,581,1233.5
201072_s_at,0.01372223776562814,1047,0.0,1421,1234.0
202429_s_at,0.007974216583122803,1429,0.0,1042,1235.5
200085_s_at,0.014909890609170251,978,0.0,1496,1237.0
1568612_at,0.01411543410368652,1017,0.0,1458,1237.5
205353_s_at,0.022821773770785852,632,0.0,1844,1238.0
200620_at,0.014657113346388188,985,0.0,1492,1238.5
1560199_x_at,0.011757580451617382,1172,0.0,1306,1239.0
203266_s_at,0.01068350311429544,1245,0.0,1233,1239.0
201608_s_at,0.008622838247074818,1378,0.0,1105,1241.5
207124_s_at,0.02054795172953278,717,0.0,1766,1241.5
232169_x_at,0.004159415142677865,1725,0.0,759,1242.0
211983_x_at,0.01687663189411015,879,0.0,1605,1242.0
200650_s_at,0.014345843555437826,1005,0.0,1480,1242.5
213789_at,0.01957905717949301,754,0.0,1731,1242.5
211058_x_at,0.016237848594010718,903,0.0,1584,1243.5
205012_s_at,0.021784264795173494,662,0.0,1827,1244.5
213079_at,0.018689997686230517,782,0.0,1709,1245.5
1556007_s_at,0.012199564443065603,1134,0.0,1358,1246.0
200079_s_at,0.014547517348872899,995,0.0,1498,1246.5
202178_at,0.00795729876440114,1433,0.0,1061,1247.0
230006_s_at,0.005270229294596011,1625,0.0,870,1247.5
228943_at,0.004894742494386946,1653,0.0,842,1247.5
229202_at,0.004835912485651051,1661,0.0,834,1247.5
211995_x_at,0.01643410416702744,895,0.0,1602,1248.5
200720_s_at,0.013924906387221152,1027,0.0,1471,1249.0
AFFX-HUMGAPDH/M33197_3_at,0.0026667757829473135,1836,0.0,664,1250.0
233547_x_at,0.006506746638368347,1544,0.0,956,1250.0
1558546_at,0.010845670783985874,1230,0.0,1271,1250.5
242801_at,0.003043328517250213,1808,0.0,697,1252.5
243127_x_at,0.0037087112563106202,1761,0.0,746,1253.5
202283_at,0.007623490345720898,1459,0.0,1053,1256.0
201173_x_at,0.008529381922714949,1385,0.0,1127,1256.0
232027_at,0.003951879510087029,1748,0.0,765,1256.5
207365_x_at,0.01961269750914945,752,0.0,1762,1257.0
200843_s_at,0.012282465624114695,1127,0.0,1387,1257.0
208941_s_at,0.02429591470955986,569,0.0,1945,1257.0
235765_at,0.005406784289397935,1615,0.0,899,1257.0
204743_at,0.021590002662767182,673,0.0,1841,1257.0
201274_at,0.007948996813000481,1435,0.0,1080,1257.5
201570_at,0.008305725243431905,1406,0.0,1111,1258.5
211597_s_at,0.015323334214103293,953,0.0,1566,1259.5
208003_s_at,0.020669959144569008,710,0.0,1809,1259.5
208246_x_at,0.02055836311507133,715,0.0,1804,1259.5
202942_at,0.009422397376896183,1326,0.0,1194,1260.0
212600_s_at,0.015150931683108578,965,0.0,1555,1260.0
214924_s_at,0.0178292857283457,835,0.0,1686,1260.5
210357_s_at,0.023901201731023853,589,0.0,1932,1260.5
202961_s_at,0.009364386628950264,1331,0.0,1192,1261.5
238883_at,0.0006103826012393673,1957,0.0,566,1261.5
203033_x_at,0.010111572488205026,1277,0.0,1249,1263.0
240052_at,2.024137217500132e-05,1998,0.0,531,1264.5
208900_s_at,0.023969643448337664,580,0.0,1951,1265.5
241993_x_at,8.590886588323609e-05,1993,0.0,544,1268.5
213271_s_at,0.017807654924856576,837,0.0,1702,1269.5
202078_at,0.0066769028765707025,1533,0.0,1006,1269.5
201892_s_at,0.006914555901567876,1518,0.0,1023,1270.5
205572_at,0.02164512714219639,671,0.0,1870,1270.5
241769_at,0.00013212045464644175,1990,0.0,551,1270.5
202041_s_at,0.006707040480788076,1531,0.0,1010,1270.5
AFFX-r2-Bs-thr-3_s_at,0.025055389746006528,541,0.0,2000,1270.5
213832_at,0.01811976596968593,812,0.0,1730,1271.0
209059_s_at,0.024927199808244403,546,0.0,1996,1271.0
205346_at,0.02037386500545399,724,0.0,1818,1271.0
203909_at,0.008252628455385406,1409,0.0,1134,1271.5
229289_at,0.004314004227979677,1710,0.0,833,1271.5
200789_at,0.012141928917075596,1143,0.0,1401,1272.0
214889_at,0.016729274918531635,887,0.0,1659,1273.0
231896_s_at,0.003519017007926114,1777,0.0,770,1273.5
244622_at,0.0014127590276328261,1916,0.0,633,1274.5
213872_at,0.018003527772585702,822,0.0,1728,1275.0
203813_s_at,0.008235260338438237,1412,0.0,1140,1276.0
200750_s_at,0.012111046682495998,1146,0.0,1406,1276.0
229905_at,0.004642243934015777,1681,0.0,874,1277.5
243305_at,0.002864822293760617,1820,0.0,736,1278.0
202897_at,0.008966394307014524,1358,0.0,1200,1279.0
215698_at,0.0062062081398553855,1558,0.0,1000,1279.0
212227_x_at,0.013763423631514577,1042,0.0,1517,1279.5
233152_x_at,0.0035517897574925458,1774,0.0,786,1280.0
236302_at,0.00473390315266685,1674,0.0,886,1280.0
201394_s_at,0.0072561349922540125,1494,0.0,1068,1281.0
201549_x_at,0.007764651574367959,1449,0.0,1114,1281.5
212130_x_at,0.013859059343863367,1035,0.0,1529,1282.0
207084_at,0.018389213242512387,796,0.0,1769,1282.5
206809_s_at,0.018528549817937143,789,0.0,1777,1283.0
1555881_s_at,0.01114842127403407,1210,0.0,1363,1286.5
239886_at,0.0004101789534612331,1974,0.0,600,1287.0
211546_x_at,0.014264949275063513,1008,0.0,1567,1287.5
229145_at,0.004030446355069114,1742,0.0,835,1288.5
212156_at,0.013631691574066074,1049,0.0,1528,1288.5
212627_s_at,0.013984553280221869,1025,0.0,1553,1289.0
214359_s_at,0.015800817214063134,925,0.0,1655,1290.0
201554_x_at,0.007507355066767488,1472,0.0,1112,1292.0
242578_x_at,0.002031148544570666,1877,0.0,709,1293.0
202916_s_at,0.008509596409513867,1388,0.0,1199,1293.5
205273_s_at,0.019265319381484933,767,0.0,1821,1294.0
208999_at,0.022237091007536514,648,0.0,1941,1294.5
231166_at,0.003539740877875466,1776,0.0,813,1294.5
208720_s_at,0.020925782742062245,697,0.0,1893,1295.0
213486_at,0.017723494867130526,843,0.0,1748,1295.5
201330_at,0.006939459163361595,1517,0.0,1076,1296.5
212348_s_at,0.012922802338359329,1086,0.0,1507,1296.5
230970_at,0.003962892782361467,1746,0.0,848,1297.0
200658_s_at,0.01246840279900576,1116,0.0,1478,1297.0
203662_s_at,0.007860444662432336,1443,0.0,1151,1297.0
243993_at,0.0009274332729868813,1945,0.0,651,1298.0
242377_x_at,0.0019762037309836874,1882,0.0,714,1298.0
202507_s_at,0.007496117001394468,1474,0.0,1125,1299.5
211483_x_at,0.013906991980617588,1029,0.0,1571,1300.0
201828_x_at,0.00594851071328169,1574,0.0,1027,1300.5
201475_x_at,0.0074824005411945225,1478,0.0,1123,1300.5
1554771_at,0.010879854462792398,1228,0.0,1373,1300.5
209336_at,0.02090522147471687,698,0.0,1903,1300.5
202670_at,0.00851489805766437,1387,0.0,1215,1301.0
231281_at,0.0028566405837862022,1822,0.0,780,1301.0
208640_at,0.018196097545447702,808,0.0,1795,1301.5
212185_x_at,0.012972505089587343,1082,0.0,1522,1302.0
203865_s_at,0.007537027836420589,1468,0.0,1136,1302.0
230644_at,0.0039168921868475365,1750,0.0,855,1302.5
200697_at,0.012226170900831477,1131,0.0,1474,1302.5
213315_x_at,0.016143862295970507,907,0.0,1699,1303.0
201089_at,0.01143586481230877,1188,0.0,1419,1303.5
208936_x_at,0.021759699763973323,664,0.0,1946,1305.0
200614_at,0.0124603884038619,1118,0.0,1493,1305.5
207809_s_at,0.017930451365368322,830,0.0,1784,1307.0
212186_at,0.012863120630537706,1093,0.0,1521,1307.0
207081_s_at,0.01750744409944426,850,0.0,1770,1310.0
203445_s_at,0.00840574011014787,1400,0.0,1223,1311.5
1564580_at,0.010674437344139484,1247,0.0,1376,1311.5
207776_s_at,0.016935433794346106,875,0.0,1754,1314.5
212271_at,0.012462571174040243,1117,0.0,1512,1314.5
211679_x_at,0.01422767440208827,1009,0.0,1622,1315.5
204229_at,0.007689136373092525,1453,0.0,1184,1318.5
231327_at,0.002227358148145045,1860,0.0,778,1319.0
214167_s_at,0.015991223373904385,915,0.0,1724,1319.5
244197_x_at,7.207618691176568e-05,1994,0.0,645,1319.5
1554250_s_at,0.009460920273168137,1321,0.0,1325,1323.0
200647_x_at,0.01179116290368868,1166,0.0,1481,1323.5
203816_at,0.007113975896068424,1509,0.0,1138,1323.5
215341_at,0.015013704805138434,975,0.0,1672,1323.5
211073_x_at,0.013276241845441105,1067,0.0,1581,1324.0
209268_at,0.0206703942876961,709,0.0,1939,1324.0
200862_at,0.010403451799453204,1262,0.0,1386,1324.0
215404_x_at,0.014734610596986874,982,0.0,1669,1325.5
242920_at,0.0010849318119656862,1933,0.0,719,1326.0
235019_at,0.004797830505072444,1666,0.0,987,1326.5
243618_s_at,0.0011658076195804835,1930,0.0,723,1326.5
203159_at,0.008188092394320529,1417,0.0,1238,1327.5
209265_s_at,0.020533277296761708,718,0.0,1940,1329.0
212252_at,0.012131837347551458,1144,0.0,1515,1329.5
200657_at,0.01163707245049474,1182,0.0,1479,1330.5
204216_s_at,0.007493170534149835,1475,0.0,1187,1331.0
236000_s_at,0.0033433610600186884,1785,0.0,878,1331.5
1556641_at,0.009522197310632419,1317,0.0,1348,1332.5
242372_s_at,0.000707191723269663,1951,0.0,715,1333.0
201390_s_at,0.0056453033658069715,1598,0.0,1069,1333.5
212114_at,0.012547610161339741,1107,0.0,1563,1335.0
211494_s_at,0.012647297436390158,1102,0.0,1569,1335.5
209372_x_at,0.01922421370315248,769,0.0,1902,1335.5
236617_at,0.003648998657572738,1770,0.0,909,1339.5
213609_s_at,0.01556337638497883,936,0.0,1744,1340.0
213005_s_at,0.015105722750043904,970,0.0,1713,1341.5
1558678_s_at,0.008196049965902858,1415,0.0,1269,1342.0
208742_s_at,0.020451511632791776,722,0.0,1966,1344.0
213366_x_at,0.014556136204396377,994,0.0,1696,1345.0
201135_at,0.010065549716696253,1278,0.0,1413,1345.5
205652_s_at,0.017961541102746777,826,0.0,1867,1346.5
235694_at,0.0032104340370274482,1794,0.0,902,1348.0
215535_s_at,0.013878970054159426,1032,0.0,1665,1348.5
213738_s_at,0.015204554349049831,962,0.0,1736,1349.0
200754_x_at,0.009748052228593847,1297,0.0,1405,1351.0
210550_s_at,0.018470573258230927,793,0.0,1917,1355.0
213762_x_at,0.014887986258103185,979,0.0,1734,1356.5
210027_s_at,0.017842244203112652,833,0.0,1880,1356.5
203509_at,0.006742637259800124,1529,0.0,1188,1358.5
1558831_x_at,0.007645878963529392,1457,0.0,1263,1360.0
200941_at,0.009590215636727262,1310,0.0,1410,1360.0
213214_x_at,0.014110387343850598,1018,0.0,1705,1361.5
229973_at,0.00228673211517554,1855,0.0,871,1363.0
203105_s_at,0.007313214095451926,1489,0.0,1245,1367.0
215588_x_at,0.01315078245629291,1073,0.0,1662,1367.5
212207_at,0.010976771627982438,1220,0.0,1519,1369.5
203376_at,0.00705274410824856,1515,0.0,1228,1371.5
204466_s_at,0.005984268396113808,1573,0.0,1171,1372.0
1555824_a_at,0.008559546222144618,1381,0.0,1364,1372.5
206857_s_at,0.015044054714873672,973,0.0,1775,1374.0
213912_at,0.014066989804335303,1021,0.0,1727,1374.0
205277_at,0.015772017530393898,928,0.0,1820,1374.0
209159_s_at,0.01946334635641437,759,0.0,1990,1374.5
1554473_at,0.007969817888194824,1430,0.0,1320,1375.0
204355_at,0.005935409064558324,1577,0.0,1174,1375.5
204723_at,0.01611756863388738,910,0.0,1842,1376.0
213333_at,0.01347063012672058,1056,0.0,1697,1376.5
201600_at,0.004922487759710183,1649,0.0,1106,1377.5
1554500_a_at,0.007886750982939275,1440,0.0,1319,1379.5
1568603_at,0.009725198946404752,1300,0.0,1460,1380.0
204488_at,0.005764626815929937,1590,0.0,1170,1380.0
215001_s_at,0.01304340466378131,1078,0.0,1685,1381.5
229830_at,0.0012805718683779328,1922,0.0,847,1384.5
201441_at,0.004680892363014179,1677,0.0,1095,1386.0
212895_s_at,0.012247097699173483,1130,0.0,1643,1386.5
200882_s_at,0.008476521868375015,1393,0.0,1381,1387.0
207877_s_at,0.015157812872410067,964,0.0,1811,1387.5
1565620_at,0.008530116145666566,1384,0.0,1393,1388.5
201550_x_at,0.004809485127255678,1665,0.0,1113,1389.0
236946_at,0.0023810038885930056,1851,0.0,930,1390.5
229606_at,0.0005101843126000484,1962,0.0,823,1392.5
235592_at,0.0024970064596081766,1846,0.0,939,1392.5
204977_at,0.015250643928008232,959,0.0,1829,1394.0
215116_s_at,0.01254657808864189,1108,0.0,1680,1394.0
214353_at,0.012215947086545408,1133,0.0,1656,1394.5
200006_at,0.009100724098919473,1347,0.0,1444,1395.5
237560_at,0.002054037515258339,1873,0.0,918,1395.5
214821_at,0.011864254959097311,1162,0.0,1629,1395.5
232551_at,4.103314621509683e-05,1996,0.0,802,1399.0
203724_s_at,0.004887996063482075,1654,0.0,1147,1400.5
206089_at,0.015428626920586823,948,0.0,1855,1401.5
237868_x_at,0.0017563812942214814,1894,0.0,911,1402.5
203459_s_at,0.005384306587265409,1618,0.0,1190,1404.0
201400_at,0.003988445356489104,1744,0.0,1067,1405.5
201463_s_at,0.004554494537373283,1687,0.0,1124,1405.5
206621_s_at,0.013859793853767854,1034,0.0,1781,1407.5
1554079_at,0.007322659252494111,1488,0.0,1328,1408.0
203415_at,0.005740696715553938,1592,0.0,1224,1408.0
214811_at,0.011471958314250802,1187,0.0,1630,1408.5
204684_at,0.0048579787146508955,1658,0.0,1161,1409.5
1561850_at,0.006784809163557927,1526,0.0,1294,1410.0
202279_at,0.0036931315276626615,1766,0.0,1054,1410.0
201266_at,0.004070535011027457,1739,0.0,1083,1411.0
213453_x_at,0.012554789804093688,1106,0.0,1719,1412.5
204270_at,0.004945650223541342,1646,0.0,1180,1413.0
210949_s_at,0.010782843676115084,1237,0.0,1589,1413.0
213682_at,0.012913965692234738,1087,0.0,1740,1413.5
209177_at,0.017779142088417316,842,0.0,1987,1414.5
201993_x_at,0.0029327449883871527,1816,0.0,1015,1415.5
200913_at,0.008035351969386345,1423,0.0,1408,1415.5
200001_at,0.008524458907821489,1386,0.0,1446,1416.0
201546_at,0.004217526798829847,1717,0.0,1115,1416.0
205348_s_at,0.014122810672093547,1016,0.0,1817,1416.5
1556420_s_at,0.0073687270437599725,1483,0.0,1351,1417.0
201341_at,0.003722172622612502,1759,0.0,1075,1417.0
210367_s_at,0.01619082388652624,905,0.0,1930,1417.5
211594_s_at,0.010711163511745735,1242,0.0,1594,1418.0
205031_at,0.014208366851960462,1012,0.0,1826,1419.0
212491_s_at,0.010115017377108291,1276,0.0,1562,1419.0
1563455_at,0.006049800264688725,1570,0.0,1268,1419.0
236081_at,0.0007121701999781159,1950,0.0,890,1420.0
230482_at,0.00024036177778929139,1984,0.0,859,1421.5
200901_s_at,0.007544799074681286,1467,0.0,1379,1423.0
1554287_at,0.006773970984138633,1528,0.0,1322,1425.0
211025_x_at,0.01029598535933941,1266,0.0,1586,1426.0
215179_x_at,0.011712452265346396,1174,0.0,1678,1426.0
212581_x_at,0.009738598977275751,1298,0.0,1557,1427.5
211452_x_at,0.010020429941144497,1282,0.0,1573,1427.5
206118_at,0.014425287376345403,1002,0.0,1854,1428.0
215604_x_at,0.008980284796072265,1357,0.0,1502,1429.5
210600_s_at,0.015453100685619343,946,0.0,1914,1430.0
205047_s_at,0.013809352011578402,1038,0.0,1825,1431.5
1558118_at,0.005807130983788223,1588,0.0,1276,1432.0
213394_at,0.011779031633228777,1169,0.0,1695,1432.0
201758_at,0.0026329494404926587,1838,0.0,1030,1434.0
213646_x_at,0.012254538903708867,1128,0.0,1741,1434.5
200978_at,0.00786856046817666,1442,0.0,1428,1435.0
201903_at,0.002404355279035383,1849,0.0,1021,1435.0
201825_s_at,0.0025898785458769434,1842,0.0,1028,1435.0
1558426_x_at,0.0056452090955851335,1599,0.0,1272,1435.5
212833_at,0.009343712112426884,1333,0.0,1540,1436.5
209860_s_at,0.01459300372566993,990,0.0,1886,1438.0
208732_at,0.01612180511410724,909,0.0,1967,1438.0
233313_at,0.0014572922857983444,1914,0.0,963,1438.5
204100_at,0.004201371886755605,1721,0.0,1157,1439.0
1561107_at,0.005931684351959207,1578,0.0,1301,1439.5
210638_s_at,0.01511931545742839,969,0.0,1913,1441.0
201837_s_at,0.0022499138964506117,1857,0.0,1026,1441.5
212993_at,0.011760970994929548,1171,0.0,1714,1442.5
234107_s_at,0.0009982064860153362,1942,0.0,943,1442.5
201047_x_at,0.007591091829789373,1465,0.0,1422,1443.5
200792_at,0.0073274131873188025,1487,0.0,1400,1443.5
200065_s_at,0.008164507474915187,1419,0.0,1470,1444.5
1552482_at,0.006418688440166632,1550,0.0,1341,1445.5
213122_at,0.011593567836746902,1183,0.0,1708,1445.5
212432_at,0.008895849947302178,1363,0.0,1534,1448.5
208835_s_at,0.015492176504250693,942,0.0,1956,1449.0
211750_x_at,0.010012773294686843,1284,0.0,1617,1450.5
215284_at,0.010826039947445491,1232,0.0,1674,1453.0
212111_at,0.009206465172638276,1342,0.0,1564,1453.0
214737_x_at,0.010206990129016404,1270,0.0,1637,1453.5
1559589_a_at,0.005678037090222047,1596,0.0,1312,1454.0
201648_at,0.0029626279613192666,1812,0.0,1099,1455.5
200966_x_at,0.007449455932467076,1479,0.0,1433,1456.0
237107_at,0.00014079412350039553,1989,0.0,924,1456.5
233449_at,0.0006231486250886665,1955,0.0,959,1457.0
204587_at,0.0039301969230078155,1749,0.0,1165,1457.0
1554595_at,0.005629715417988816,1601,0.0,1317,1459.0
234723_x_at,0.0012808767581196099,1921,0.0,997,1459.0
200953_s_at,0.007380408757478359,1482,0.0,1436,1459.0
204260_at,0.004074645050007809,1737,0.0,1181,1459.0
209158_s_at,0.015645303978125902,929,0.0,1991,1460.0
203053_at,0.004750456219706349,1673,0.0,1248,1460.5
212177_at,0.008377016465763585,1402,0.0,1524,1463.0
233473_x_at,0.0004113405085918914,1972,0.0,958,1465.0
212787_at,0.008501188689570406,1389,0.0,1542,1465.5
202070_s_at,0.0012458974883662577,1924,0.0,1009,1466.5
215067_x_at,0.010636495990530325,1251,0.0,1682,1466.5
212641_at,0.008541462559199665,1383,0.0,1551,1467.0
201900_s_at,0.0014752864222428764,1913,0.0,1022,1467.5
211424_x_at,0.008943276961024873,1361,0.0,1574,1467.5
200975_at,0.007137008110834435,1506,0.0,1429,1467.5
202077_at,0.0011811093117705344,1929,0.0,1007,1468.0
209853_s_at,0.013522084772081912,1052,0.0,1887,1469.5
202144_s_at,0.001491914959780872,1911,0.0,1032,1471.5
209224_s_at,0.015173210148243986,963,0.0,1981,1472.0
