gene,F_score,p_value
204156_at,23.100505585760004,7.5792983149397145e-06
212880_at,23.078480810278016,7.646124665177374e-06
227068_at,23.070218743266853,7.671349110030044e-06
200982_s_at,23.062687503231547,7.694416922906929e-06
204744_s_at,23.055340504487813,7.716989208920403e-06
230590_at,23.04420394374912,7.751334242435742e-06
200614_at,23.021696610462936,7.821227702627178e-06
222364_at,23.01387917051723,7.84565519032725e-06
224726_at,23.007781292520715,7.86476399311965e-06
237937_x_at,23.006156873740874,7.869862478050965e-06
232205_at,23.002971171697016,7.879871166933886e-06
225779_at,22.998763235486717,7.893111547010026e-06
1563088_a_at,22.990703863937092,7.918534529314069e-06
200643_at,22.99012027667737,7.920378702270369e-06
233350_s_at,22.98659015705284,7.931543533420006e-06
225507_at,22.98163124519583,7.94725462018164e-06
203720_s_at,22.981206902164114,7.948600533038458e-06
1561631_at,22.963621357695192,8.004584411204778e-06
212727_at,22.96255509383181,8.007991901610115e-06
229202_at,22.962321875230952,8.00873740402542e-06
1559820_at,22.951957821698556,8.04193917348348e-06
203031_s_at,22.948154532920338,8.054158704666428e-06
219659_at,22.92083389001705,8.142500369813958e-06
214864_s_at,22.900626506241,8.20848237507182e-06
223628_at,22.893013100575907,8.233484493946241e-06
211715_s_at,22.8834030497826,8.265155463464477e-06
244766_at,22.88293561893255,8.266699126678137e-06
209384_at,22.882501788431725,8.268132092193782e-06
221494_x_at,22.88188015687059,8.270185820350872e-06
211978_x_at,22.867366298392405,8.31828580981653e-06
236808_at,22.852679936614873,8.367250626497503e-06
218263_s_at,22.847281277866173,8.385324415364147e-06
217890_s_at,22.843600280922413,8.397670800099923e-06
222469_s_at,22.812386875768503,8.50311822867849e-06
1555935_s_at,22.811602967942044,8.505783957604616e-06
242369_x_at,22.800752570042462,8.542769906846825e-06
218302_at,22.80058760400043,8.543333505298283e-06
212363_x_at,22.788681388250026,8.58411173549453e-06
201390_s_at,22.78199557430886,8.60709811340747e-06
201608_s_at,22.779234366321667,8.616609849622467e-06
202813_at,22.778055810956932,8.62067299970269e-06
200823_x_at,22.773112089066952,8.63773831560746e-06
213479_at,22.756212541580304,8.696337183843817e-06
215529_x_at,22.750317681297286,8.716873626521954e-06
223272_s_at,22.744132660849044,8.738474592936167e-06
233204_at,22.742142558785932,8.745436663911013e-06
218155_x_at,22.72484787575607,8.806180408531808e-06
235990_at,22.72123088259522,8.818939107909613e-06
225387_at,22.7056570783629,8.874092354655712e-06
209104_s_at,22.699397497546578,8.896360014168314e-06
1558922_at,22.697781680941695,8.902117408871286e-06
217225_x_at,22.6916769321774,8.923904173965965e-06
208771_s_at,22.688575508590453,8.934993619941492e-06
230255_at,22.657617719652283,9.046466747675407e-06
232469_x_at,22.652234349192003,9.065996871410423e-06
211071_s_at,22.651892236529704,9.067239474471745e-06
1558426_x_at,22.65073333786056,9.071450066223827e-06
204301_at,22.648841910567302,9.078326455465672e-06
209196_at,22.646367900804727,9.087328954882783e-06
234677_at,22.64573591873554,9.089630102875386e-06
234594_at,22.64454542440658,9.093966512699377e-06
221908_at,22.623559429577547,9.17075919808256e-06
242299_at,22.622672704449716,9.174018592265272e-06
201293_x_at,22.618798740208064,9.188272368450812e-06
204795_at,22.61790428936552,9.191566628474427e-06
223711_s_at,22.61077807528823,9.217855919586446e-06
223964_x_at,22.608946371856632,9.224625745000361e-06
220071_x_at,22.606777324752272,9.232648983427197e-06
217733_s_at,22.599683815448437,9.258937846600295e-06
1558739_at,22.58147855986949,9.32676053613562e-06
224414_s_at,22.580283071359638,9.331232116630434e-06
222614_at,22.579443383733533,9.334374186064226e-06
242646_at,22.572025957269503,9.362177170815744e-06
207124_s_at,22.560276612157423,9.406392198340634e-06
235070_at,22.55322861965529,9.43301821978368e-06
210338_s_at,22.548519566638202,9.450851378182385e-06
31874_at,22.545626130081374,9.46182601489178e-06
1562063_x_at,22.512997467882364,9.586496512888778e-06
202897_at,22.497359796379083,9.646844462376401e-06
202243_s_at,22.486043650992162,9.690758805589994e-06
208720_s_at,22.47897606941347,9.718290170086961e-06
222132_s_at,22.47418782049573,9.736988261215795e-06
230496_at,22.473609957066273,9.73924731815133e-06
229353_s_at,22.47003938062256,9.75321783837957e-06
239811_at,22.468631583450808,9.7587317654351e-06
235716_at,22.468622423329474,9.758767653438489e-06
223156_at,22.46286532861288,9.781349995898405e-06
221598_s_at,22.459605765477534,9.79415955234589e-06
220942_x_at,22.454463695643554,9.814402171947183e-06
205489_at,22.430180785082054,9.91057940983647e-06
210532_s_at,22.429909178560116,9.911660629945063e-06
212661_x_at,22.425941555313234,9.92746892308133e-06
211452_x_at,22.40937405961606,9.993760135110559e-06
238350_at,22.40021786748668,1.003059196253076e-05
218138_at,22.397602887157618,1.004113664906973e-05
215811_at,22.396807485566484,1.0044346301239879e-05
206809_s_at,22.396559921323437,1.0045345502794363e-05
1566093_at,22.390335421856722,1.0070502049193158e-05
239649_at,22.388251140244336,1.0078940236197149e-05
202145_at,22.375813421846225,1.0129445700226974e-05
235757_at,22.36661698296595,1.0166956867632198e-05
219961_s_at,22.359026809763556,1.0198023963940319e-05
223229_at,22.35837949966904,1.0200677966374054e-05
215404_x_at,22.3460484960372,1.0251371670846134e-05
202078_at,22.327927984600247,1.0326337479983237e-05
207827_x_at,22.32099915210805,1.0355151473867576e-05
235112_at,22.311760494572052,1.039369981984238e-05
209194_at,22.307727746400495,1.0410572764784257e-05
202173_s_at,22.30034298320228,1.044154360710058e-05
243713_at,22.300229927034692,1.0442018487984089e-05
240733_at,22.296929601323328,1.045589097049259e-05
240503_at,22.272574723110047,1.0558851817746874e-05
202893_at,22.265313887028768,1.0589748696745268e-05
204723_at,22.251364646737684,1.0649368008150387e-05
205370_x_at,22.244499923717,1.0678834709361787e-05
225063_at,22.233298583559804,1.0727096594158955e-05
220459_at,22.224810661106556,1.0763816987127295e-05
213693_s_at,22.2233374545521,1.0770203529488097e-05
218160_at,22.20449105332775,1.0852250125238984e-05
AFFX-r2-Bs-dap-3_at,22.20238161804993,1.0861473366383084e-05
202120_x_at,22.19132965734492,1.0909928736771802e-05
214736_s_at,22.18570661722178,1.093466731717429e-05
228613_at,22.182459987413303,1.0948977161816122e-05
204465_s_at,22.156869924402226,1.106244487680762e-05
216080_s_at,22.144626931944597,1.1117158373370085e-05
223673_at,22.13966215433439,1.1139425101956115e-05
211630_s_at,22.132339118559102,1.117235230845602e-05
218935_at,22.11713328650115,1.1241044022794793e-05
242920_at,22.093031774828773,1.1350813563860108e-05
237018_at,22.084717698095435,1.1388935223249158e-05
201089_at,22.08239324583845,1.1399616846214221e-05
203105_s_at,22.068718204433356,1.146266731178747e-05
228456_s_at,22.05376938469114,1.1532001531544976e-05
202391_at,22.047241496449523,1.156241385967892e-05
214715_x_at,22.04721788771003,1.1562523998518533e-05
222983_s_at,22.04277083669061,1.1583289531980851e-05
1554473_at,22.03958954641372,1.159816813966499e-05
243182_at,22.034639123984604,1.1621359957029906e-05
200898_s_at,22.0234454225491,1.1673976568458317e-05
218628_at,22.012743639776126,1.1724510210892252e-05
202659_at,22.006999121873402,1.1751728555531488e-05
220329_s_at,22.001326271807585,1.1778671166120991e-05
210263_at,21.996778008731788,1.1800318592668415e-05
241368_at,21.99421033096689,1.181255752005343e-05
1558546_at,21.982340569399224,1.1869305220995538e-05
201106_at,21.96077438484581,1.1973129454395044e-05
227847_at,21.956545817896043,1.199359606700014e-05
235765_at,21.954760381479485,1.2002248537027536e-05
202443_x_at,21.94054033227837,1.2071390656164908e-05
240971_x_at,21.939650838516688,1.2075729243108191e-05
202168_at,21.938386066247023,1.208190104939026e-05
AFFX-DapX-3_at,21.918588922724158,1.2178931033537046e-05
212600_s_at,21.908351806696174,1.2229419608546508e-05
235154_at,21.908070733094988,1.2230808874618002e-05
224628_at,21.901734540533567,1.2262170005006152e-05
200005_at,21.898446857108873,1.2278475078283748e-05
204977_at,21.89699180420618,1.2285698451310453e-05
229061_s_at,21.890748686842674,1.2316741078090294e-05
216602_s_at,21.86569899659189,1.2442109769242155e-05
218380_at,21.84239740708224,1.2559909005645545e-05
223913_s_at,21.8385567347432,1.2579435147079212e-05
238017_at,21.835766933617393,1.259363820712258e-05
221562_s_at,21.832530744129862,1.2610134544124857e-05
229035_s_at,21.830222331264952,1.2621915171695301e-05
212563_at,21.830113939122874,1.2622468612621282e-05
243178_at,21.830055592040313,1.262276653813427e-05
224975_at,21.82345231221222,1.2656530298823175e-05
244622_at,21.82282899471379,1.2659722232289157e-05
217077_s_at,21.82130248540575,1.2667542802148824e-05
200754_x_at,21.81640124113012,1.2692686357537428e-05
238715_at,21.77044127288587,1.2930977287585442e-05
200625_s_at,21.769985134920073,1.2933365192583052e-05
238836_at,21.766142320266514,1.2953500550304542e-05
235066_at,21.75197383929806,1.3028019011759228e-05
221620_s_at,21.7413729395584,1.3084062482629605e-05
213276_at,21.719840631298272,1.3198662070900126e-05
223043_at,21.71932445955761,1.3201421896136572e-05
224970_at,21.717312447009853,1.32121852343519e-05
220720_x_at,21.716965879959034,1.3214040119988136e-05
243361_at,21.710712533058896,1.324755519359305e-05
243256_at,21.70727163257204,1.3266034156633174e-05
47608_at,21.697867331204673,1.3316674380740276e-05
212641_at,21.694738316019073,1.3333567571542146e-05
210357_s_at,21.689648036386966,1.336109655719501e-05
200064_at,21.68069276027255,1.3409670130357148e-05
212185_x_at,21.66189615339366,1.3512215406902173e-05
207829_s_at,21.64693091212128,1.3594435660628486e-05
218328_at,21.64606818475151,1.3599191228667006e-05
228541_x_at,21.639603260479486,1.3634882049528969e-05
242579_at,21.63510168044728,1.3659790803279393e-05
217398_x_at,21.63323952112929,1.367010844969149e-05
1569477_at,21.629642824157862,1.3690059350903345e-05
213122_at,21.62398871929052,1.3721483330982189e-05
1565620_at,21.623895781734596,1.3722000472586207e-05
243561_at,21.61911390124219,1.3748635856961227e-05
202501_at,21.602236127525178,1.3843072395224987e-05
200810_s_at,21.59941449124581,1.385892539036063e-05
202920_at,21.58482008499914,1.3941221028640725e-05
214682_at,21.563433415898118,1.4062727082022566e-05
38398_at,21.55843720801684,1.40912692735801e-05
211776_s_at,21.553545002720057,1.4119275117497555e-05
218805_at,21.550613087450802,1.4136086571564855e-05
220688_s_at,21.532350093991806,1.4241270691350267e-05
216006_at,21.516318002377528,1.4334270215204215e-05
225304_s_at,21.510932843098143,1.4365648737106673e-05
204745_x_at,21.50375566788394,1.440757904047666e-05
229715_at,21.50292403292464,1.4412445735618742e-05
207758_at,21.49714234622871,1.4446326758325747e-05
228027_at,21.495794182707577,1.4454238858851029e-05
209839_at,21.493108396818975,1.4470014496189307e-05
223340_at,21.49301586628348,1.4470558313284153e-05
239597_at,21.487140215728058,1.450513359998185e-05
1560926_at,21.48648260579504,1.4509008596866252e-05
205871_at,21.47347348256047,1.4585884936789285e-05
1570021_at,21.467205335021305,1.4623075630241418e-05
240857_at,21.46621368202908,1.462896832680099e-05
235803_at,21.451565773351554,1.4716295885229821e-05
202133_at,21.449551728701547,1.4728345072937259e-05
211679_x_at,21.43939972928675,1.4789235064503734e-05
235484_at,21.434822273941364,1.4816774593976871e-05
240186_at,21.431627247860835,1.4836028242465687e-05
1563455_at,21.41513218094747,1.4935840277274885e-05
210715_s_at,21.41113368583343,1.4960139207253706e-05
211047_x_at,21.409652824791756,1.4969148752733398e-05
225781_at,21.408337406042826,1.4977156433862587e-05
224680_at,21.407023446422464,1.4985159635637723e-05
206973_at,21.406733323681287,1.4986927338736557e-05
238078_at,21.393068567753225,1.5070429666264636e-05
208835_s_at,21.39125604295212,1.5081541535479931e-05
202799_at,21.38661342367288,1.5110042081400585e-05
240544_at,21.37996989655873,1.515092247397733e-05
222809_x_at,21.378985611586845,1.515698886833065e-05
235009_at,21.37790186817608,1.5163671142672979e-05
212162_at,21.361685333588085,1.5264024049137967e-05
238769_at,21.36129580047935,1.52664429923069e-05
212242_at,21.356403235115117,1.5296858734406786e-05
35666_at,21.345697371336783,1.536363199462328e-05
222750_s_at,21.3350962561286,1.543004768034295e-05
200973_s_at,21.330005121379052,1.5462048497295378e-05
226618_at,21.319772767736588,1.5526571787735713e-05
200695_at,21.314540311735264,1.555967373351513e-05
1566785_x_at,21.28986466316361,1.5716760751685693e-05
237444_at,21.275440537795475,1.580934115070511e-05
240399_at,21.274101884569987,1.5817961642863577e-05
223721_s_at,21.273720483464086,1.5820418627959308e-05
202858_at,21.27326170367445,1.582337460699298e-05
203017_s_at,21.265680622212486,1.58723029444785e-05
233473_x_at,21.25512540161049,1.5940685959968487e-05
220260_at,21.25393339266037,1.5948427544690217e-05
